id,title,project_path,tech_stack,key_decisions,structure,embedding,created_at,updated_at,deleted,project_name
9473120d-fcbc-430a-9af1-c606a62270ac,"项目上下文：是的，这是一个**前后端分离**的Java快速开发框架。

## 项目构成

| 架构 | 技术栈 ...",项目路径,"{Python,FastAPI,Vue3}",[],{},,2025-12-13 09:09:14.599193,2026-05-24 01:13:27.703268,f,CodeReview
c476795a-b1d6-42b2-a64f-3bfe9729b3f2,"项目上下文：找到问题了！配置中数据库密码是 `zwj123456`，但 MySQL 连接被拒绝。

**启动前需...",项目路径,"{React,Node.js,MongoDB}",[],{},,2026-01-25 09:09:14.600833,2026-05-24 01:13:27.703268,f,IBDPred-Pro
d9e0e78f-767a-4c2d-840b-1e93dbea54e9,"项目上下文：JAR 包里编译后的配置显示的是：
- 数据库名：**ry-vue**（不是 ruoyi）
- 密码...",项目路径,"{Vue3,Vite,TypeScript}",[],{},,2026-02-13 09:09:14.601759,2026-05-24 01:13:27.703268,f,CodeReview
129ee2fb-6924-421e-8ae3-b68d1ac6c4a5,"项目上下文：已完成两个文档的编写，保存在 `docs/` 目录下：

**创建的文档：**

1. **`doc...",项目路径,"{Vue3,Vite,TypeScript}",[],{},,2026-03-20 09:09:14.605797,2026-05-24 01:13:27.703268,f,SignInDetect
7e8ec091-23c4-4b2b-8341-1f78bccdeeb6,"项目上下文：**CLIP 安装成功！** ✓

```
CLIP: OK
PyTorch: 2.11.0+cpu...",项目路径,"{Vue3,Vite,TypeScript}",[],{},,2026-04-03 09:09:14.613752,2026-05-24 01:13:27.703268,f,DataAnalysis
1b654667-d288-44f3-a27a-624fad329e20,"项目上下文：用户需要构建一个基于三支决策的晨读晨练打卡异常检测系统。

## 需求分析

### 场景特征
1....",项目路径,"{Python,CLIP,PyTorch}",[],{},,2026-03-22 09:09:14.614373,2026-05-24 01:13:27.703268,f,SwordFormation
8b4e292d-3fd0-4eef-a7be-df7f36fb3bd1,"项目上下文：我需要一份面向企业级开发的Spring学习笔记，要求：
1. 聚焦当前企业实际使用的技术栈（Spri...",项目路径,"{Java,PostgreSQL,Vue3}",[],{},,2026-04-07 09:09:14.733691,2026-05-24 01:13:27.703268,f,AgentMemory
a0a564a4-6220-4817-892a-0b1708d744d2,"项目上下文：## ✅ 实现完成总结

我已经成功完成了AgentMemory应用的完整CRUD功能实现！以下是详...",项目路径,"{Vue3,Vite,TypeScript}",[],{},,2026-02-06 09:09:14.814506,2026-05-24 01:13:27.703268,f,IBDPred-Pro
407a6d33-fa92-4dfc-8dfb-7aad72e3fe7a,"项目上下文：已根据你的 GitHub 仓库信息和表格内容，填写完申请表！内容如下：

---

**已填写的项目...",项目路径,"{Python,CLIP,PyTorch}",[],{},,2025-12-21 09:09:14.83493,2026-05-24 01:13:27.703268,f,CodeReview
2185ce60-20bc-4760-817c-2f6ad16cb686,"项目上下文：有的，我的记忆系统实际上有**三层架构**：

**1. 工作记忆（Working Memory）*...",项目路径,"{Java,PostgreSQL,Vue3}",[],{},,2026-03-23 09:09:14.855388,2026-05-24 01:13:27.703268,f,DataAnalysis
fc900237-4e99-4b67-84fb-b01ccaee664c,"项目上下文：探索 AgentMemory 项目的后端 API 结构，重点关注：

1. **现有 API 端点*...",项目路径,"{Go,PostgreSQL}",[],{},,2026-02-14 09:09:14.866533,2026-05-24 01:13:27.703268,f,SwordFormation
a3b1f9fa-eda8-4a20-bec0-5205b9a281f3,"项目上下文：探索 AgentMemory 项目的前端组件结构，重点关注：

1. **现有页面组件**：查看 A...",项目路径,"{React,Node.js,MongoDB}",[],{},,2025-12-20 09:09:14.958601,2026-05-24 01:13:27.703268,f,SignInDetect
2f80dff8-c121-475c-964f-bc77eb07929d,项目上下文：我将帮您探索 AgentMemory 项目的前端组件结构。首先让我查看项目的整体结构。...,项目路径,"{Go,PostgreSQL}",[],{},,2026-04-15 09:09:14.959406,2026-05-24 01:13:27.703268,f,CodeReview
85274d77-a29d-45c6-b338-9129797e006f,"项目上下文：太好了！必应搜索结果非常干净，找到了很多有用的开源项目：

## 📊 必应搜索结果（关键发现）

|...",项目路径,"{Go,PostgreSQL}",[],{},,2026-01-27 09:09:14.989612,2026-05-24 01:13:27.703268,f,DataAnalysis
80e69363-531e-4f23-a121-43af80e9c97f,项目上下文：看来我们在尝试进行网络搜索时再次遇到了一些技术障碍。不过，您提供的博查 (Bocha) 搜索配置信息...,项目路径,"{Vue3,Vite,TypeScript}",[],{},,2026-03-26 09:09:14.993412,2026-05-24 01:13:27.703268,f,DataAnalysis
9d5c1abc-1450-4681-b439-ecd11221c9e1,"项目上下文：好的，我理解了。在进行详细调研之前，我需要先了解一些信息，以便为您提供更精准的选题建议：

### ...",项目路径,"{Python,CLIP,PyTorch}",[],{},,2026-04-06 09:09:14.994996,2026-05-24 01:13:27.703268,f,SignInDetect
adf20d17-ec76-4cb2-8b5b-4cee3a7c0e8b,项目上下文：我注意到浏览器工具暂时不可用了。不过，根据之前的调研结果和我的知识储备，我已经有了足够的信息来帮您完...,项目路径,"{Vue3,Vite,TypeScript}",[],{},,2025-12-11 09:09:14.997865,2026-05-24 01:13:27.703268,f,SignInDetect
99b23172-ffb1-43db-b12b-ebb8a5c89c36,"项目上下文：## ✅ 任务全部完成！

### 执行总结

| 任务 | 状态 | 完成内容 |
|------...",项目路径,"{React,Node.js,MongoDB}",[],{},,2025-12-15 09:09:14.999267,2026-05-24 01:13:27.703268,f,AgentMemory
29ddac65-5b0a-4b6f-9a04-f5f1db186672,"项目上下文：我已经为您整理了多个信息资源管理系统的选题，并将它们记录在文档中。以下是这些选题的简要概述：

##...",项目路径,"{Python,FastAPI,Vue3}",[],{},,2026-01-17 09:09:15.001009,2026-05-24 01:13:27.703268,f,AgentMemory
aa01c49d-02b1-4a9b-9b0a-0c5990213bdf,项目上下文：完美！项目文件夹已创建在桌面：`C:\Users\31936\Desktop\face-retrie...,项目路径,"{React,Node.js,MongoDB}",[],{},,2026-02-02 09:09:15.197643,2026-05-24 01:13:27.703268,f,SignInDetect
939b3050-17be-4cdc-9a4a-2af3012551a4,"项目上下文：好的，学术研究项目！这明确了我们需要重点放在理论分析、算法创新和实验验证上。

## 第二个问题

...",项目路径,"{Java,PostgreSQL,Vue3}",[],{},,2026-02-21 09:09:15.198255,2026-05-24 01:13:27.703268,f,DataAnalysis
edb62607-48fb-427a-8a13-30f6d818545d,"项目上下文：完美！我已经完成了需求确认和技术架构设计。现在让我为你总结三种技术方案：

---

## 📋 项目...",项目路径,"{Python,CLIP,PyTorch}",[],{},,2025-11-29 09:09:15.200069,2026-05-24 01:13:27.703268,f,SwordFormation
e4add007-8c26-4ff5-9e8d-8ccfe267c414,"项目上下文：好的！时间充裕是个好消息，这意味着我们可以：
- 增加更多的对比实验和消融实验
- 进行更深入的超参...",项目路径,"{Vue3,Vite,TypeScript}",[],{},,2026-01-19 09:09:15.204382,2026-05-24 01:13:27.703268,f,SignInDetect
c6bd5de5-2024-46ae-a33a-b777b5287d35,"项目上下文：完美！让我详细呈现方案A的设计方案。

## Week 2设计方案：人脸生成与打分模块

### 1...",项目路径,"{Python,FastAPI,Vue3}",[],{},,2026-02-15 09:09:15.285242,2026-05-24 01:13:27.703268,f,CodeReview
9553be42-f79d-4d18-a62d-4e3d5f8df2f4,"项目上下文：好，直接上语义方案！设计如下：

---

## 语义识别方案设计

### 技术选型

| 组件 ...",项目路径,"{Go,PostgreSQL}",[],{},,2026-04-15 09:09:15.910464,2026-05-24 01:13:27.703268,f,CodeReview
18c5f0e5-36e1-4db7-a59f-3da8f86a6145,"项目上下文：AgentMemory 全平台本地Agent语义化记忆引擎 完整可执行项目计划 本计划完全剔除网...",项目路径,"{Python,CLIP,PyTorch}",[],{},,2026-01-25 09:09:15.913136,2026-05-24 01:13:27.703268,f,IBDPred-Pro
f0d140eb-ab80-4553-9e15-5d91538bfbf6,"项目上下文：---

## 项目创建完成！

已在 `C:\Users\31936\Desktop\AgentM...",项目路径,"{Python,CLIP,PyTorch}",[],{},,2026-01-05 09:09:15.915388,2026-05-24 01:13:27.703268,f,SignInDetect
1ce53ff1-8131-4111-8f02-7d8fb2b7a466,"项目上下文：---

## 第一阶段完成！

### 测试结果

| 指标 | 数值 |
|------|---...",项目路径,"{Python,CLIP,PyTorch}",[],{},,2026-03-03 09:09:15.918034,2026-05-24 01:13:27.703268,f,SignInDetect
e518113b-ea35-40dc-826d-a9131522e548,"项目上下文：[工具调用: read_file]

考虑到复杂度，我建议一个折中方案：

**混合架构**：
- ...",项目路径,"{React,Node.js,MongoDB}",[],{},,2026-02-14 09:09:15.971862,2026-05-24 01:13:27.703268,f,SwordFormation
4d1331f3-315f-41b6-b162-b1c003eafca2,"项目上下文：好的！继续下一部分：

### 2. 核心组件设计

#### 2.1 人脸生成模型 (`model...",项目路径,"{Vue3,Vite,TypeScript}",[],{},,2025-12-31 09:09:15.285869,2026-05-24 01:13:27.703268,f,DataAnalysis
fed2efdb-268b-4206-89bd-78805108e755,"项目上下文：我正在使用 writing-plans skill 来创建实施计划。

让我先了解一下当前的前端技术...",项目路径,"{Java,PostgreSQL,Vue3}",[],{},,2026-01-13 09:09:15.514319,2026-05-24 01:13:27.703268,f,SignInDetect
a9a866b6-ad36-41c4-90e0-8f5e2e9a3795,"项目上下文：完成！我已经创建了**全面的代码审查报告**。

## 📊 审查报告总结

**位置**: `doc...",项目路径,"{Python,FastAPI,Vue3}",[],{},,2025-12-05 09:09:15.516366,2026-05-24 01:13:27.703268,f,SignInDetect
6de1c0a8-1613-42a2-a92d-5782469454be,项目上下文：重构计划已完成并保存到 `docs/plans/2026-03-23-frontend-refact...,项目路径,"{Python,FastAPI,Vue3}",[],{},,2026-04-13 09:09:15.563329,2026-05-24 01:13:27.703268,f,SignInDetect
41503a5a-ee59-4eee-bdc9-8cc31774c564,"项目上下文：## ✅ 文档精简完成！

### 最终结构（从8个文件减少到4个文件）

**根目录**（2个用户...",项目路径,"{Python,CLIP,PyTorch}",[],{},,2026-01-31 09:09:15.627123,2026-05-24 01:13:27.703268,f,DataAnalysis
6dbf5f3e-091d-426c-a887-80b05715e450,"项目上下文：[工具调用: TaskCreate]
  description: 对AgentMemory项目进行...",项目路径,"{Python,CLIP,PyTorch}",[],{},,2026-02-22 09:09:15.629068,2026-05-24 01:13:27.703268,f,IBDPred-Pro
efa56a8c-e686-4640-9e36-795e25b51a60,"项目上下文：抱歉，我理解有误。让我重新理解一下架构：

根据后端代码分析，**这个系统实际有两套独立的LLM服务...",项目路径,"{Go,PostgreSQL}",[],{},,2025-12-01 09:09:15.642172,2026-05-24 01:13:27.703268,f,AgentMemory
a38668dd-5fbd-42df-af90-bf5872760b10,"项目上下文：## 🎉 完成总结

恭喜！我已经成功完成了 **Tasks 8 和 9**（Gradio界面实现）...",项目路径,"{Vue3,Vite,TypeScript}",[],{},,2026-03-19 09:09:15.648146,2026-05-24 01:13:27.703268,f,IBDPred-Pro
256478de-0bbb-4c17-97d8-73f67477851c,项目上下文：当前项目没有 Web 框架。添加轻量级 HTTP API 服务（使用 JDK 自带的 HttpSer...,项目路径,"{Go,PostgreSQL}",[],{},,2025-12-09 09:09:15.810546,2026-05-24 01:13:27.703268,f,IBDPred-Pro
c2088de2-31d7-4147-a7ea-c6b77410d666,项目上下文：请回顾我的项目设计的意图，AgentMemory 全平台本地Agent语义化记忆引擎 完整可执行项目...,项目路径,"{Vue3,Vite,TypeScript}",[],{},,2026-01-17 09:09:15.9047,2026-05-24 01:13:27.703268,f,AgentMemory
8b24a6e6-d85c-4adb-9034-af08e5a2b3e8,"项目上下文：现在我对 AionUi 的架构有了清晰的理解。让我先创建项目规划文档，然后向你提问：

[工具调用:...",项目路径,"{Go,PostgreSQL}",[],{},,2026-04-09 09:09:15.90592,2026-05-24 01:13:27.703268,f,SignInDetect
c800cfe7-0f15-4e34-8b25-cd828bb9e4d8,"项目上下文：---

## 完成总结

**本次完成的工作**：

| 任务 | 状态 | 说明 |
|----...",项目路径,"{Python,FastAPI,Vue3}",[],{},,2026-03-31 09:09:15.909393,2026-05-24 01:13:27.703268,f,DataAnalysis
612b0e6f-3b29-4ef4-ad4a-348188683a45,"项目上下文：## C盘空间分析报告

### 📊 总体情况
| 项目 | 大小 |
|------|------...",项目路径,"{Go,PostgreSQL}",[],{},,2026-02-26 09:09:13.566568,2026-05-24 01:13:27.703268,f,DataAnalysis
9be7d6c0-8d8d-4648-a66e-1f5e4a3ceab2,"项目上下文：根据代码分析，这个项目的核心是 **三支决策理论 × 联邦学习 × 聚类**，用于分类任务。

--...",项目路径,"{Python,CLIP,PyTorch}",[],{},,2026-01-13 09:09:13.573322,2026-05-24 01:13:27.703268,f,IBDPred-Pro
74c2f3d4-243e-4098-a650-bac7400f0c8d,项目上下文：以上是今日（2026年4月29日）AI 领域精选动态，共 5 条，聚焦 AI Coding 与具身智...,项目路径,"{Java,PostgreSQL,Vue3}",[],{},,2026-04-23 09:09:13.673158,2026-05-24 01:13:27.703268,f,DataAnalysis
0655f80c-7cf1-43b2-8d1a-eb9c4c4c87c8,晨读晨练签到检测系统,/c/Users/31936/Desktop/SignInDetect,"{Python,YOLOv8,OpenCV,FastAPI,Vue3}","{""性能优化"": ""批处理多张图片，GPU加速推理"", ""目标检测"": ""使用YOLOv8进行人体检测，结合姿态估计判断是否完成动作"", ""准确率提升"": ""多帧投票机制，减少误检""}","{""API接口"": [""/detect"", ""/attendance"", ""/statistics""], ""核心模块"": [""detector"", ""pose_estimator"", ""attendance_processor""]}",,2026-04-22 09:17:04.882199,2026-05-24 01:17:57.654192,f,SignInDetect
cba317e6-8f9f-40ec-b05b-76032b9ad6aa,SwordFormation - 剑阵编排系统,/c/Users/31936/Desktop/SwordFormation,"{Unity3D,C#,Python,TensorFlow,ROS}","{""仿真测试"": ""Unity虚拟环境验证控制策略"", ""实时控制"": ""ROS机器人操作系统，毫秒级响应"", ""编排算法"": ""深度强化学习优化剑阵队形""}","{""控制层"": [""formation_controller"", ""motion_planner"", ""collision_avoidance""], ""算法层"": [""reinforcement_learner"", ""trajectory_optimizer""]}",,2026-03-28 09:17:04.88392,2026-05-24 01:17:57.654192,f,SwordFormation
b5f86b71-34ae-4eb1-8064-26484c4e835d,IBDP课程预测与管理系统,/c/Users/31936/Desktop/IBDPred-Pro,"{Python,TensorFlow,Scikit-learn,Flask,React}","{""可视化"": ""ECharts展示成绩分布、预测曲线"", ""预测模型"": ""LSTM网络预测学生成绩趋势，XGBoost作为补充"", ""数据预处理"": ""标准化处理，归一化，多重插补缺失值""}","{""管理模块"": [""student_manager"", ""grade_tracker"", ""report_generator""], ""预测模块"": [""data_preprocessor"", ""lstm_predictor"", ""xgboost_predictor""]}",,2026-03-19 09:17:04.88328,2026-05-24 01:17:57.654192,f,IBDPred-Pro
0f176b76-a6a6-4275-835d-ae4367ea1aa7,DataAnalysis - 数据分析平台,/c/Users/31936/Desktop/DataAnalysis,"{Python,Pandas,NumPy,Plotly,Streamlit}","{""可视化"": ""Plotly交互式图表，支持缩放、筛选"", ""快速原型"": ""Streamlit快速构建数据应用"", ""数据处理"": ""Pandas高效数据清洗和转换，支持大数据集""}","{""处理模块"": [""data_loader"", ""cleaner"", ""transformer""], ""可视化模块"": [""chart_generator"", ""dashboard_builder""]}",,2026-03-18 09:17:04.88553,2026-05-24 01:17:57.654192,f,DataAnalysis
bef260fd-e3d3-4868-9cdd-89bea92e1bfa,CodeReview - AI代码审查平台,/c/Users/31936/Desktop/CodeReview,"{Python,""OpenAI API"",FastAPI,Vue3,PostgreSQL}","{""AI辅助"": ""GPT-4提供智能审查建议，解释问题原因"", ""代码分析"": ""AST抽象语法树解析，理解代码结构"", ""审查规则"": ""可配置的规则引擎，支持自定义检查项""}","{""API服务"": [""/analyze"", ""/review"", ""/suggestions""], ""分析引擎"": [""ast_parser"", ""rule_engine"", ""issue_detector""]}",,2026-03-14 09:17:04.884552,2026-05-24 01:17:57.654192,f,CodeReview
60dfecf1-8c6e-4dcd-8aa5-aec6418a825e,AgentMemory - 智能记忆管理系统,/c/Users/31936/Desktop/AgentMemory,"{""Java 17"",PostgreSQL,pgvector,Vue3,""Element Plus"",Vite}","{""架构"": ""微服务架构，后端Java提供REST API，前端Vue3单页应用"", ""数据库"": ""PostgreSQL + pgvector向量扩展，支持语义搜索"", ""会话处理"": ""消息缓冲池 + 语义边界检测，自动聚合相关对话"", ""记忆分类"": ""混合分类系统：规则分类 → 向量相似度 → LLM语义理解""}","{""前端页面"": [""Dashboard"", ""Skills"", ""ErrorCorrections"", ""BestPractices"", ""ProjectContexts"", ""UserProfiles""], ""后端模块"": [""ApiServer"", ""MemoryService"", ""HybridMemoryClassifier"", ""SessionProcessor""], ""数据库表"": [""sessions"", ""messages"", ""skills"", ""error_corrections"", ""best_practices"", ""project_contexts"", ""user_profiles""]}",,2026-02-22 09:17:04.876078,2026-05-24 01:17:57.654192,f,AgentMemory
27719175-59f2-438d-a701-6bd5c05cbe2d,WorkBuddy - 智能工作助手,/c/Users/31936/.workbuddy/projects,"{Python,LangChain,ChromaDB,Flask,React}","{""RAG系统"": ""检索增强生成，结合本地知识库"", ""工具调用"": ""LangChain Agent自动调用工具"", ""知识管理"": ""向量数据库ChromaDB存储文档嵌入""}","{""Agent"": [""tool_executor"", ""prompt_engine"", ""response_formatter""], ""知识库"": [""document_processor"", ""embedding_generator"", ""retriever""]}",,2026-01-27 09:17:04.88618,2026-05-24 01:17:57.654192,f,WorkBuddy
